,artist,title,lastPos,rank,weeks,date
17,21 Savage,A Lot,17,18,10,2019-03-09
18,Lil Baby & Gunna,Drip Too Hard,18,19,24,2019-03-09
19,Cardi B,Money,16,20,19,2019-03-09
20,Khalid,Better,20,21,24,2019-03-09
21,Sam Smith & Normani,Dancing With A Stranger,25,22,7,2019-03-09
22,Luke Combs,Beautiful Crazy,23,23,16,2019-03-09
23,Ava Max,Sweet But Psycho,29,24,11,2019-03-09
24,Kodak Black Featuring Travis Scott & Offset,ZEZE,22,25,20,2019-03-09
25,Bad Bunny Featuring Drake,MIA,24,26,20,2019-03-09
26,Post Malone,Better Now,28,27,44,2019-03-09
27,Juice WRLD,Robbery,27,28,2,2019-03-09
28,Dean Lewis,Be Alright,30,29,18,2019-03-09
29,Lauren Daigle,You Say,34,30,33,2019-03-09
30,5 Seconds Of Summer,Youngblood,26,31,39,2019-03-09
31,Dan + Shay,Tequila,31,32,43,2019-03-09
32,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,37,33,15,2019-03-09
33,Pinkfong,Baby Shark,38,34,9,2019-03-09
34,A Boogie Wit da Hoodie,Look Back At It,39,35,12,2019-03-09
35,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,36,36,24,2019-03-09
36,Flipp Dinero,Leave Me Alone,35,37,24,2019-03-09
37,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,44,38,22,2019-03-09
38,"Cardi B, Bad Bunny & J Balvin",I Like It,33,39,47,2019-03-09
39,Juice WRLD,Lucid Dreams,41,40,42,2019-03-09
40,Billie Eilish,Bury A Friend,32,41,5,2019-03-09
41,Calboy,Envy Me,42,42,11,2019-03-09
42,Sheck Wes,Mo Bamba,40,43,27,2019-03-09
43,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,43,44,10,2019-03-09
44,City Girls Featuring Cardi B,Twerk,52,45,8,2019-03-09
45,Jordan Davis,Take It From Me,59,46,9,2019-03-09
46,Lady Gaga,Always Remember Us This Way,0,47,7,2019-03-09
47,Pardison Fontaine Featuring Cardi B,Backin' It Up,47,48,20,2019-03-09
48,Offset Featuring Travis Scott & 21 Savage,Legacy,0,49,1,2019-03-09
49,Offset,Red Room,49,50,2,2019-03-09
50,Scotty McCreery,This Is It,45,51,12,2019-03-09
51,Mustard & Migos,Pure Water,56,52,5,2019-03-09
52,Lil Baby,Close Friends,73,53,18,2019-03-09
53,P!nk,Walk Me Home,0,54,1,2019-03-09
54,Khalid,Talk,50,55,3,2019-03-09
55,YNW Melly Featuring Kanye West,Mixed Personalities,60,56,6,2019-03-09
56,Chris Stapleton,Millionaire,66,57,12,2019-03-09
57,Jason Aldean,Girl Like You,51,58,14,2019-03-09
58,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,92,59,4,2019-03-09
59,Ariana Grande,Needy,48,60,3,2019-03-09
60,Luke Bryan,What Makes You Country,54,61,9,2019-03-09
61,Lady Gaga,I'll Never Love Again,0,62,7,2019-03-09
62,Chris Brown,Undecided,65,63,8,2019-03-09
63,Offset Featuring Cardi B,Clout,0,64,1,2019-03-09
64,Offset Featuring  J. Cole,How Did I Get Here,0,65,1,2019-03-09
65,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,85,66,3,2019-03-09
66,Kehlani Featuring Ty Dolla $ign,Nights Like This,72,67,7,2019-03-09
67,Ariana Grande,NASA,46,68,3,2019-03-09
68,Midland,Burn Out,83,69,8,2019-03-09
69,Gunna,Outstanding,0,70,1,2019-03-09
70,Brett Young,Here Tonight,67,71,8,2019-03-09
71,Lil Pump Featuring Lil Wayne,Be Like Me,0,72,1,2019-03-09
72,YK Osiris,Worth It,87,73,2,2019-03-09
73,Gunna Featuring Young Thug,3 Headed Snake,0,74,1,2019-03-09
74,Gunna,Wit It,0,75,1,2019-03-09
75,Anuel AA & Romeo Santos,Ella Quiere Beber,78,76,17,2019-03-09
76,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,64,77,20,2019-03-09
77,Gunna,One Call,0,78,2,2019-03-09
78,Juice WRLD,Armed And Dangerous,71,79,16,2019-03-09
79,Jake Owen,Down To The Honkytonk,77,80,9,2019-03-09
80,Ella Mai,Shot Clock,90,81,5,2019-03-09
81,Kelsea Ballerini,Miss Me More,81,82,4,2019-03-09
82,Kodak Black,Calling My Spirit,68,83,13,2019-03-09
83,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,63,84,13,2019-03-09
84,Ariana Grande,Imagine,58,85,8,2019-03-09
85,Offset,Lick,0,86,1,2019-03-09
86,Summer Walker X Drake,Girls Need Love,0,87,1,2019-03-09
87,Chase Rice,Eyes On You,84,88,2,2019-03-09
88,Lukas Graham,Love Someone,70,89,9,2019-03-09
89,Ariana Grande,Bad Idea,55,90,3,2019-03-09
90,Gunna,Speed It Up,0,91,1,2019-03-09
91,Anuel AA & Karol G,Secreto,0,92,4,2019-03-09
92,Ariana Grande,Bloodline,53,93,3,2019-03-09
93,John Mayer,I Guess I Just Feel Like,0,94,1,2019-03-09
94,Kane Brown,Good As You,0,95,1,2019-03-09
95,Yo Gotti Featuring Lil Baby,Put A Date On It,75,96,5,2019-03-09
96,Gunna Featuring Playboi Carti,Same Yung N***a,0,97,1,2019-03-09
97,Florida Georgia Line,Talk You Out Of It,80,98,2,2019-03-09
98,Old Dominion,Make It Sweet,96,99,9,2019-03-09
99,Ski Mask The Slump God,Faucet Failure,0,100,1,2019-03-09
0,Ariana Grande,7 Rings,1,1,5,2019-03-02
1,Halsey,Without Me,4,2,20,2019-03-02
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),5,3,18,2019-03-02
3,Ariana Grande,"Thank U, Next",3,4,16,2019-03-02
4,Cardi B & Bruno Mars,Please Me,0,5,1,2019-03-02
5,Marshmello & Bastille,Happier,6,6,27,2019-03-02
6,Travis Scott,Sicko Mode,7,7,29,2019-03-02
7,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",2,8,2,2019-03-02
8,Panic! At The Disco,High Hopes,8,9,29,2019-03-02
9,Post Malone,Wow.,9,10,9,2019-03-02
10,J. Cole,Middle Child,11,11,5,2019-03-02
11,"benny blanco, Halsey & Khalid",Eastside,10,12,32,2019-03-02
12,Blueface,Thotiana,20,13,6,2019-03-02
13,YNW Melly,Murder On My Mind,59,14,5,2019-03-02
14,Meek Mill Featuring Drake,Going Bad,13,15,12,2019-03-02
15,Cardi B,Money,19,16,18,2019-03-02
16,21 Savage,A Lot,15,17,9,2019-03-02
17,Lil Baby & Gunna,Drip Too Hard,16,18,23,2019-03-02
18,Maroon 5 Featuring Cardi B,Girls Like You,12,19,39,2019-03-02
19,Khalid,Better,23,20,23,2019-03-02
20,Lady Gaga & Bradley Cooper,Shallow,18,21,21,2019-03-02
21,Kodak Black Featuring Travis Scott & Offset,ZEZE,24,22,19,2019-03-02
22,Luke Combs,Beautiful Crazy,36,23,15,2019-03-02
23,Bad Bunny Featuring Drake,MIA,28,24,19,2019-03-02
24,Sam Smith & Normani,Dancing With A Stranger,30,25,6,2019-03-02
25,5 Seconds Of Summer,Youngblood,34,26,38,2019-03-02
26,Juice WRLD,Robbery,0,27,1,2019-03-02
27,Post Malone,Better Now,29,28,43,2019-03-02
28,Ava Max,Sweet But Psycho,37,29,10,2019-03-02
29,Dean Lewis,Be Alright,46,30,17,2019-03-02
30,Dan + Shay,Tequila,31,31,42,2019-03-02
31,Billie Eilish,Bury A Friend,32,32,4,2019-03-02
32,"Cardi B, Bad Bunny & J Balvin",I Like It,45,33,46,2019-03-02
33,Lauren Daigle,You Say,40,34,32,2019-03-02
34,Flipp Dinero,Leave Me Alone,33,35,23,2019-03-02
35,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,35,36,23,2019-03-02
36,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,42,37,14,2019-03-02
37,Pinkfong,Baby Shark,49,38,8,2019-03-02
38,A Boogie Wit da Hoodie,Look Back At It,47,39,11,2019-03-02
39,Sheck Wes,Mo Bamba,41,40,26,2019-03-02
40,Juice WRLD,Lucid Dreams,43,41,41,2019-03-02
41,Calboy,Envy Me,50,42,10,2019-03-02
42,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,51,43,9,2019-03-02
43,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,39,44,21,2019-03-02
44,Scotty McCreery,This Is It,52,45,11,2019-03-02
45,Ariana Grande,NASA,17,46,2,2019-03-02
46,Pardison Fontaine Featuring Cardi B,Backin' It Up,53,47,19,2019-03-02
47,Ariana Grande,Needy,14,48,2,2019-03-02
48,Offset,Red Room,0,49,1,2019-03-02
49,Khalid,Talk,44,50,2,2019-03-02
50,Jason Aldean,Girl Like You,55,51,13,2019-03-02
51,City Girls Featuring Cardi B,Twerk,54,52,7,2019-03-02
52,Ariana Grande,Bloodline,22,53,2,2019-03-02
53,Luke Bryan,What Makes You Country,64,54,8,2019-03-02
54,Ariana Grande,Bad Idea,27,55,2,2019-03-02
55,Mustard & Migos,Pure Water,61,56,4,2019-03-02
56,Ariana Grande,Fake Smile,26,57,2,2019-03-02
57,Ariana Grande,Imagine,21,58,7,2019-03-02
58,Jordan Davis,Take It From Me,62,59,8,2019-03-02
59,YNW Melly Featuring Kanye West,Mixed Personalities,93,60,5,2019-03-02
60,Gesaffelstein & The Weeknd,Lost In The Fire,58,61,6,2019-03-02
61,Ariana Grande,Ghostin,25,62,2,2019-03-02
62,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,60,63,12,2019-03-02
63,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,57,64,19,2019-03-02
64,Chris Brown,Undecided,63,65,7,2019-03-02
65,Chris Stapleton,Millionaire,66,66,11,2019-03-02
66,Brett Young,Here Tonight,92,67,7,2019-03-02
67,Kodak Black,Calling My Spirit,71,68,12,2019-03-02
68,Thomas Rhett,Sixteen,69,69,15,2019-03-02
69,Lukas Graham,Love Someone,70,70,8,2019-03-02
70,Juice WRLD,Armed And Dangerous,65,71,15,2019-03-02
71,Kehlani Featuring Ty Dolla $ign,Nights Like This,89,72,6,2019-03-02
72,Lil Baby,Close Friends,68,73,17,2019-03-02
73,Ariana Grande,In My Head,38,74,2,2019-03-02
74,Yo Gotti Featuring Lil Baby,Put A Date On It,72,75,4,2019-03-02
75,Lil Baby,Pure Cocaine,67,76,11,2019-03-02
76,Jake Owen,Down To The Honkytonk,79,77,8,2019-03-02
77,Anuel AA & Romeo Santos,Ella Quiere Beber,74,78,16,2019-03-02
78,Billie Eilish & Khalid,Lovely,75,79,17,2019-03-02
79,Florida Georgia Line,Talk You Out Of It,0,80,1,2019-03-02
80,Kelsea Ballerini,Miss Me More,91,81,3,2019-03-02
81,Loud Luxury Featuring Brando,Body,82,82,8,2019-03-02
82,Midland,Burn Out,85,83,7,2019-03-02
83,Chase Rice,Eyes On You,0,84,1,2019-03-02
84,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,56,85,2,2019-03-02
85,Zedd & Katy Perry,365,0,86,1,2019-03-02
86,YK Osiris,Worth It,0,87,1,2019-03-02
87,Billie Eilish,When The Party's Over,78,88,18,2019-03-02
88,Travis Scott,Yosemite,90,89,18,2019-03-02
89,Ella Mai,Shot Clock,81,90,4,2019-03-02
90,Riley Green,There Was This Girl,0,91,1,2019-03-02
91,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,95,92,3,2019-03-02
92,Cody Johnson,On My Way To You,100,93,4,2019-03-02
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,94,94,5,2019-03-02
94,Ariana Grande,Make Up,48,95,2,2019-03-02
95,Old Dominion,Make It Sweet,84,96,8,2019-03-02
96,Dustin Lynch,Good Girl,83,97,15,2019-03-02
97,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,88,98,17,2019-03-02
98,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,99,99,9,2019-03-02
99,Michael Ray,One That Got Away,0,100,1,2019-03-02
0,Ariana Grande,7 Rings,1,1,4,2019-02-23
1,Ariana Grande,"Break Up With Your Girlfriend, I'm Bored",0,2,1,2019-02-23
2,Ariana Grande,"Thank U, Next",7,3,15,2019-02-23
3,Halsey,Without Me,3,4,19,2019-02-23
4,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),4,5,17,2019-02-23
5,Marshmello & Bastille,Happier,2,6,26,2019-02-23
6,Travis Scott,Sicko Mode,5,7,28,2019-02-23
7,Panic! At The Disco,High Hopes,6,8,28,2019-02-23
8,Post Malone,Wow.,9,9,8,2019-02-23
9,"benny blanco, Halsey & Khalid",Eastside,11,10,31,2019-02-23
10,J. Cole,Middle Child,8,11,4,2019-02-23
11,Maroon 5 Featuring Cardi B,Girls Like You,10,12,38,2019-02-23
12,Meek Mill Featuring Drake,Going Bad,15,13,11,2019-02-23
13,Ariana Grande,Needy,0,14,1,2019-02-23
14,21 Savage,A Lot,12,15,8,2019-02-23
15,Lil Baby & Gunna,Drip Too Hard,13,16,22,2019-02-23
16,Ariana Grande,NASA,0,17,1,2019-02-23
17,Lady Gaga & Bradley Cooper,Shallow,24,18,20,2019-02-23
18,Cardi B,Money,16,19,17,2019-02-23
19,Blueface,Thotiana,20,20,5,2019-02-23
20,Ariana Grande,Imagine,0,21,6,2019-02-23
21,Ariana Grande,Bloodline,0,22,1,2019-02-23
22,Khalid,Better,18,23,22,2019-02-23
23,Kodak Black Featuring Travis Scott & Offset,ZEZE,17,24,18,2019-02-23
24,Ariana Grande,Ghostin,0,25,1,2019-02-23
25,Ariana Grande,Fake Smile,0,26,1,2019-02-23
26,Ariana Grande,Bad Idea,0,27,1,2019-02-23
27,Bad Bunny Featuring Drake,MIA,19,28,18,2019-02-23
28,Post Malone,Better Now,21,29,42,2019-02-23
29,Sam Smith & Normani,Dancing With A Stranger,26,30,5,2019-02-23
30,Dan + Shay,Tequila,31,31,41,2019-02-23
31,Billie Eilish,Bury A Friend,14,32,3,2019-02-23
32,Flipp Dinero,Leave Me Alone,25,33,22,2019-02-23
33,5 Seconds Of Summer,Youngblood,23,34,37,2019-02-23
34,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,22,35,22,2019-02-23
35,Luke Combs,Beautiful Crazy,36,36,14,2019-02-23
36,Ava Max,Sweet But Psycho,30,37,9,2019-02-23
37,Ariana Grande,In My Head,0,38,1,2019-02-23
38,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,29,39,20,2019-02-23
39,Lauren Daigle,You Say,37,40,31,2019-02-23
40,Sheck Wes,Mo Bamba,27,41,25,2019-02-23
41,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,33,42,13,2019-02-23
42,Juice WRLD,Lucid Dreams,34,43,40,2019-02-23
43,Khalid,Talk,0,44,1,2019-02-23
44,"Cardi B, Bad Bunny & J Balvin",I Like It,39,45,45,2019-02-23
45,Dean Lewis,Be Alright,43,46,16,2019-02-23
46,A Boogie Wit da Hoodie,Look Back At It,32,47,10,2019-02-23
47,Ariana Grande,Make Up,0,48,1,2019-02-23
48,Pinkfong,Baby Shark,40,49,7,2019-02-23
49,Calboy,Envy Me,45,50,9,2019-02-23
50,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,46,51,8,2019-02-23
51,Scotty McCreery,This Is It,42,52,10,2019-02-23
52,Pardison Fontaine Featuring Cardi B,Backin' It Up,48,53,18,2019-02-23
53,City Girls Featuring Cardi B,Twerk,50,54,6,2019-02-23
54,Jason Aldean,Girl Like You,51,55,12,2019-02-23
55,The Chainsmokers Featuring 5 Seconds Of Summer,Who Do You Love,0,56,1,2019-02-23
56,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,52,57,18,2019-02-23
57,Gesaffelstein & The Weeknd,Lost In The Fire,49,58,5,2019-02-23
58,YNW Melly,Murder On My Mind,73,59,4,2019-02-23
59,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,53,60,11,2019-02-23
60,Mustard & Migos,Pure Water,64,61,3,2019-02-23
61,Jordan Davis,Take It From Me,58,62,7,2019-02-23
62,Chris Brown,Undecided,54,63,6,2019-02-23
63,Luke Bryan,What Makes You Country,63,64,7,2019-02-23
64,Juice WRLD,Armed And Dangerous,62,65,14,2019-02-23
65,Chris Stapleton,Millionaire,69,66,10,2019-02-23
66,Lil Baby,Pure Cocaine,57,67,10,2019-02-23
67,Lil Baby,Close Friends,99,68,16,2019-02-23
68,Thomas Rhett,Sixteen,55,69,14,2019-02-23
69,Lukas Graham,Love Someone,72,70,7,2019-02-23
70,Kodak Black,Calling My Spirit,67,71,11,2019-02-23
71,Yo Gotti Featuring Lil Baby,Put A Date On It,59,72,3,2019-02-23
72,Lil Wayne,Uproar,65,73,20,2019-02-23
73,Anuel AA & Romeo Santos,Ella Quiere Beber,68,74,15,2019-02-23
74,Billie Eilish & Khalid,Lovely,66,75,16,2019-02-23
75,Dierks Bentley Featuring Brothers Osborne,Burning Man,60,76,17,2019-02-23
76,Jacquees,You,70,77,12,2019-02-23
77,Billie Eilish,When The Party's Over,61,78,17,2019-02-23
78,Jake Owen,Down To The Honkytonk,74,79,7,2019-02-23
79,Anuel AA & Karol G,Secreto,0,80,3,2019-02-23
80,Ella Mai,Shot Clock,82,81,3,2019-02-23
81,Loud Luxury Featuring Brando,Body,81,82,7,2019-02-23
82,Dustin Lynch,Good Girl,71,83,14,2019-02-23
83,Old Dominion,Make It Sweet,87,84,7,2019-02-23
84,Midland,Burn Out,93,85,6,2019-02-23
85,Zara Larsson,Ruin My Life,78,86,7,2019-02-23
86,Carrie Underwood,Love Wins,84,87,7,2019-02-23
87,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,79,88,16,2019-02-23
88,Kehlani Featuring Ty Dolla $ign,Nights Like This,76,89,5,2019-02-23
89,Travis Scott,Yosemite,77,90,17,2019-02-23
90,Kelsea Ballerini,Miss Me More,95,91,2,2019-02-23
91,Brett Young,Here Tonight,89,92,6,2019-02-23
92,YNW Melly Featuring Kanye West,Mixed Personalities,86,93,4,2019-02-23
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,94,94,4,2019-02-23
94,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,0,95,2,2019-02-23
95,Tory Lanez & Rich The Kid,Talk To Me,83,96,16,2019-02-23
96,Rich The Kid,Splashin,90,97,4,2019-02-23
97,Kacey Musgraves,Rainbow,0,98,1,2019-02-23
98,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,85,99,8,2019-02-23
99,Cody Johnson,On My Way To You,100,100,3,2019-02-23
0,Ariana Grande,7 Rings,1,1,3,2019-02-16
1,Marshmello & Bastille,Happier,8,2,25,2019-02-16
2,Halsey,Without Me,2,3,18,2019-02-16
3,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,4,16,2019-02-16
4,Travis Scott,Sicko Mode,5,5,27,2019-02-16
5,Panic! At The Disco,High Hopes,7,6,27,2019-02-16
6,Ariana Grande,"Thank U, Next",6,7,14,2019-02-16
7,J. Cole,Middle Child,4,8,3,2019-02-16
8,Post Malone,Wow.,9,9,7,2019-02-16
9,Maroon 5 Featuring Cardi B,Girls Like You,10,10,37,2019-02-16
10,"benny blanco, Halsey & Khalid",Eastside,11,11,30,2019-02-16
11,21 Savage,A Lot,26,12,7,2019-02-16
12,Lil Baby & Gunna,Drip Too Hard,12,13,21,2019-02-16
13,Billie Eilish,Bury A Friend,74,14,2,2019-02-16
14,Meek Mill Featuring Drake,Going Bad,15,15,10,2019-02-16
15,Cardi B,Money,13,16,16,2019-02-16
16,Kodak Black Featuring Travis Scott & Offset,ZEZE,14,17,17,2019-02-16
17,Khalid,Better,23,18,21,2019-02-16
18,Bad Bunny Featuring Drake,MIA,22,19,17,2019-02-16
19,Blueface,Thotiana,28,20,4,2019-02-16
20,Post Malone,Better Now,19,21,41,2019-02-16
21,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,17,22,21,2019-02-16
22,5 Seconds Of Summer,Youngblood,21,23,36,2019-02-16
23,Lady Gaga & Bradley Cooper,Shallow,16,24,19,2019-02-16
24,Flipp Dinero,Leave Me Alone,20,25,21,2019-02-16
25,Sam Smith & Normani,Dancing With A Stranger,31,26,4,2019-02-16
26,Sheck Wes,Mo Bamba,18,27,24,2019-02-16
27,Marshmello,Alone,0,28,11,2019-02-16
28,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,24,29,19,2019-02-16
29,Ava Max,Sweet But Psycho,32,30,8,2019-02-16
30,Dan + Shay,Tequila,29,31,40,2019-02-16
31,A Boogie Wit da Hoodie,Look Back At It,40,32,9,2019-02-16
32,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,30,33,12,2019-02-16
33,Juice WRLD,Lucid Dreams,27,34,39,2019-02-16
34,Ariana Grande,Breathin,25,35,25,2019-02-16
35,Luke Combs,Beautiful Crazy,38,36,13,2019-02-16
36,Lauren Daigle,You Say,39,37,30,2019-02-16
37,Ella Mai,Trip,35,38,27,2019-02-16
38,"Cardi B, Bad Bunny & J Balvin",I Like It,41,39,44,2019-02-16
39,Pinkfong,Baby Shark,36,40,6,2019-02-16
40,Khalid & Normani,Love Lies,37,41,51,2019-02-16
41,Scotty McCreery,This Is It,49,42,9,2019-02-16
42,Dean Lewis,Be Alright,44,43,15,2019-02-16
43,Dan + Shay,Speechless,34,44,22,2019-02-16
44,Calboy,Envy Me,43,45,8,2019-02-16
45,A Boogie Wit da Hoodie Featuring 6ix9ine,Swervin,45,46,7,2019-02-16
46,Bazzi Featuring Camila Cabello,Beautiful,33,47,27,2019-02-16
47,Pardison Fontaine Featuring Cardi B,Backin' It Up,47,48,17,2019-02-16
48,Gesaffelstein & The Weeknd,Lost In The Fire,42,49,4,2019-02-16
49,City Girls Featuring Cardi B,Twerk,46,50,5,2019-02-16
50,Jason Aldean,Girl Like You,48,51,11,2019-02-16
51,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,52,52,17,2019-02-16
52,Mark Ronson Featuring Miley Cyrus,Nothing Breaks Like A Heart,51,53,10,2019-02-16
53,Chris Brown,Undecided,54,54,5,2019-02-16
54,Thomas Rhett,Sixteen,50,55,13,2019-02-16
55,Gunna,One Call,0,56,1,2019-02-16
56,Lil Baby,Pure Cocaine,56,57,9,2019-02-16
57,Jordan Davis,Take It From Me,68,58,6,2019-02-16
58,Yo Gotti Featuring Lil Baby,Put A Date On It,65,59,2,2019-02-16
59,Dierks Bentley Featuring Brothers Osborne,Burning Man,53,60,16,2019-02-16
60,Billie Eilish,When The Party's Over,76,61,16,2019-02-16
61,Juice WRLD,Armed And Dangerous,60,62,13,2019-02-16
62,Luke Bryan,What Makes You Country,69,63,6,2019-02-16
63,Mustard & Migos,Pure Water,0,64,2,2019-02-16
64,Lil Wayne,Uproar,58,65,19,2019-02-16
65,Billie Eilish & Khalid,Lovely,81,66,15,2019-02-16
66,Kodak Black,Calling My Spirit,64,67,10,2019-02-16
67,Anuel AA & Romeo Santos,Ella Quiere Beber,67,68,14,2019-02-16
68,Chris Stapleton,Millionaire,70,69,9,2019-02-16
69,Jacquees,You,63,70,11,2019-02-16
70,Dustin Lynch,Good Girl,59,71,13,2019-02-16
71,Lukas Graham,Love Someone,80,72,6,2019-02-16
72,YNW Melly,Murder On My Mind,78,73,3,2019-02-16
73,Jake Owen,Down To The Honkytonk,82,74,6,2019-02-16
74,Khalid & Kane Brown,Saturday Nights,61,75,5,2019-02-16
75,Kehlani Featuring Ty Dolla $ign,Nights Like This,83,76,4,2019-02-16
76,Travis Scott,Yosemite,75,77,16,2019-02-16
77,Zara Larsson,Ruin My Life,79,78,6,2019-02-16
78,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,72,79,15,2019-02-16
79,Future Featuring Travis Scott,First Off,57,80,3,2019-02-16
80,Loud Luxury Featuring Brando,Body,87,81,6,2019-02-16
81,Ella Mai,Shot Clock,88,82,2,2019-02-16
82,Tory Lanez & Rich The Kid,Talk To Me,94,83,15,2019-02-16
83,Carrie Underwood,Love Wins,91,84,6,2019-02-16
84,A Boogie Wit da Hoodie Featuring Offset & Tyga,Startender,84,85,7,2019-02-16
85,YNW Melly Featuring Kanye West,Mixed Personalities,73,86,3,2019-02-16
86,Old Dominion,Make It Sweet,93,87,6,2019-02-16
87,benny blanco & Juice WRLD Featuring Brendon Urie,Roses,85,88,6,2019-02-16
88,Brett Young,Here Tonight,96,89,5,2019-02-16
89,Rich The Kid,Splashin,92,90,3,2019-02-16
90,Logic,Keanu Reeves,62,91,3,2019-02-16
91,French Montana Featuring Drake,No Stylist,66,92,20,2019-02-16
92,Midland,Burn Out,95,93,5,2019-02-16
93,Alec Benjamin + Alessia Cara,Let Me Down Slowly,100,94,3,2019-02-16
94,Kelsea Ballerini,Miss Me More,0,95,1,2019-02-16
95,Billie Eilish,Ocean Eyes,0,96,6,2019-02-16
96,Future,Crushed Up,71,97,5,2019-02-16
97,Jon Pardi,Night Shift,98,98,2,2019-02-16
98,Lil Baby,Close Friends,0,99,15,2019-02-16
99,Cody Johnson,On My Way To You,0,100,2,2019-02-16
0,Ariana Grande,7 Rings,1,1,2,2019-02-09
1,Halsey,Without Me,2,2,17,2019-02-09
2,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),3,3,15,2019-02-09
3,J. Cole,Middle Child,26,4,2,2019-02-09
4,Travis Scott,Sicko Mode,5,5,26,2019-02-09
5,Ariana Grande,"Thank U, Next",4,6,13,2019-02-09
6,Panic! At The Disco,High Hopes,6,7,26,2019-02-09
7,Marshmello & Bastille,Happier,7,8,24,2019-02-09
8,Post Malone,Wow.,8,9,6,2019-02-09
9,Maroon 5 Featuring Cardi B,Girls Like You,9,10,36,2019-02-09
10,"benny blanco, Halsey & Khalid",Eastside,11,11,29,2019-02-09
11,Lil Baby & Gunna,Drip Too Hard,10,12,20,2019-02-09
12,Cardi B,Money,13,13,15,2019-02-09
13,Kodak Black Featuring Travis Scott & Offset,ZEZE,12,14,16,2019-02-09
14,Meek Mill Featuring Drake,Going Bad,14,15,9,2019-02-09
15,Lady Gaga & Bradley Cooper,Shallow,24,16,18,2019-02-09
16,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,15,17,20,2019-02-09
17,Sheck Wes,Mo Bamba,16,18,23,2019-02-09
18,Post Malone,Better Now,20,19,40,2019-02-09
19,Flipp Dinero,Leave Me Alone,21,20,20,2019-02-09
20,5 Seconds Of Summer,Youngblood,17,21,35,2019-02-09
21,Bad Bunny Featuring Drake,MIA,19,22,16,2019-02-09
22,Khalid,Better,23,23,20,2019-02-09
23,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,18,24,18,2019-02-09
24,Ariana Grande,Breathin,22,25,24,2019-02-09
25,21 Savage,A Lot,34,26,6,2019-02-09
26,Juice WRLD,Lucid Dreams,25,27,38,2019-02-09
27,Blueface,Thotiana,66,28,3,2019-02-09
28,Dan + Shay,Tequila,0,29,39,2019-02-09
29,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,28,30,11,2019-02-09
30,Sam Smith & Normani,Dancing With A Stranger,41,31,3,2019-02-09
31,Ava Max,Sweet But Psycho,35,32,7,2019-02-09
32,Bazzi Featuring Camila Cabello,Beautiful,27,33,26,2019-02-09
33,Dan + Shay,Speechless,31,34,21,2019-02-09
34,Ella Mai,Trip,30,35,26,2019-02-09
35,Pinkfong,Baby Shark,36,36,5,2019-02-09
36,Khalid & Normani,Love Lies,32,37,50,2019-02-09
37,Luke Combs,Beautiful Crazy,42,38,12,2019-02-09
38,Lauren Daigle,You Say,39,39,29,2019-02-09
