,artist,title,lastPos,rank,weeks,date
41,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,23,42,3,2018-10-27
42,"Zedd, Maren Morris & Grey",The Middle,45,43,38,2018-10-27
43,Luke Combs,She Got The Best Of Me,51,44,10,2018-10-27
44,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,32,45,12,2018-10-27
45,Cardi B Featuring Kehlani,Ring,52,46,13,2018-10-27
46,Dan + Shay,Tequila,49,47,32,2018-10-27
47,Quavo Featuring Drake,Flip The Switch,0,48,1,2018-10-27
48,Ariana Grande,No Tears Left To Cry,44,49,26,2018-10-27
49,Lady Gaga,Always Remember Us This Way,41,50,2,2018-10-27
50,6ix9ine Featuring Bobby Shmurda,STOOPID,25,51,2,2018-10-27
51,Ariana Grande,Breathin,55,52,9,2018-10-27
52,Quavo,W O R K I N  M E,88,53,10,2018-10-27
53,Lady Gaga,I'll Never Love Again,36,54,2,2018-10-27
54,Lil Peep & XXXTENTACION,Falling Down,50,55,5,2018-10-27
55,Cole Swindell,Break Up In The End,66,56,15,2018-10-27
56,Eminem,Venom,43,57,3,2018-10-27
57,NF,Lie,71,58,12,2018-10-27
58,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),57,59,8,2018-10-27
59,Florida Georgia Line,Simple,48,60,20,2018-10-27
60,Quavo Featuring 21 Savage,Pass Out,0,61,1,2018-10-27
61,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,59,62,15,2018-10-27
62,Dan + Shay,Speechless,69,63,6,2018-10-27
63,Bryce Vine,Drew Barrymore,56,64,10,2018-10-27
64,Russell Dickerson,Blue Tacoma,58,65,9,2018-10-27
65,Kane Brown,Lose It,65,66,14,2018-10-27
66,French Montana Featuring Drake,No Stylist,85,67,4,2018-10-27
67,Shawn Mendes X Zedd,Lost In Japan,82,68,4,2018-10-27
68,Jimmie Allen,Best Shot,87,69,5,2018-10-27
69,Eminem,Killshot,53,70,5,2018-10-27
70,Khalid,Better,76,71,5,2018-10-27
71,Mitchell Tenpenny,Drunk Me,72,72,10,2018-10-27
72,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,75,73,9,2018-10-27
73,Eminem Featuring Joyner Lucas,Lucky You,64,74,7,2018-10-27
74,Lauren Daigle,You Say,73,75,14,2018-10-27
75,Flipp Dinero,Leave Me Alone,94,76,5,2018-10-27
76,Lil Uzi Vert,New Patek,62,77,5,2018-10-27
77,Chris Young,Hangin' On,89,78,7,2018-10-27
78,Old Dominion,Hotel Key,70,79,16,2018-10-27
79,Calvin Harris & Sam Smith,Promises,83,80,9,2018-10-27
80,Daniel Caesar Featuring H.E.R.,Best Part,92,81,13,2018-10-27
81,Yella Beezy,That's On Me,90,82,12,2018-10-27
82,Queen Naija,Medicine,86,83,20,2018-10-27
83,Weezer,Africa,77,84,14,2018-10-27
84,Maren Morris,Rich,0,85,2,2018-10-27
85,Quavo,Biggest Alley Oop,0,86,1,2018-10-27
86,Chris Janson,Drunk Girl,96,87,8,2018-10-27
87,Quavo Featuring Travis Scott,Rerun,0,88,1,2018-10-27
88,Eric Church,Desperate Man,68,89,11,2018-10-27
89,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,0,90,2,2018-10-27
90,Lil Wayne Featuring XXXTENTACION,Don't Cry,60,91,3,2018-10-27
91,Lil Mosey,Noticed,100,92,4,2018-10-27
92,Quavo,Huncho Dreams,0,93,1,2018-10-27
93,Young Thug Featuring Gunna & Lil Baby,Chanel (Go Get It),0,94,4,2018-10-27
94,"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,0,95,5,2018-10-27
95,Luke Bryan,"Sunrise, Sunburn, Sunset",99,96,16,2018-10-27
96,Silk City x Dua Lipa,Electricity,0,97,2,2018-10-27
97,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,0,98,17,2018-10-27
98,Kodak Black,"If I'm Lyin, I'm Flyin",74,99,3,2018-10-27
99,Quavo Featuring Lil Baby,Lose It,0,100,1,2018-10-27
0,Maroon 5 Featuring Cardi B,Girls Like You,1,1,20,2018-10-20
1,Juice WRLD,Lucid Dreams,3,2,22,2018-10-20
2,Post Malone,Better Now,4,3,24,2018-10-20
3,Lil Baby & Gunna,Drip Too Hard,25,4,4,2018-10-20
4,Lady Gaga & Bradley Cooper,Shallow,28,5,2,2018-10-20
5,Travis Scott,Sicko Mode,6,6,10,2018-10-20
6,5 Seconds Of Summer,Youngblood,8,7,19,2018-10-20
7,Marshmello & Bastille,Happier,13,8,8,2018-10-20
8,"Cardi B, Bad Bunny & J Balvin",I Like It,11,9,27,2018-10-20
9,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,12,10,12,2018-10-20
10,Drake,In My Feelings,9,11,15,2018-10-20
11,Khalid & Normani,Love Lies,16,12,34,2018-10-20
12,Imagine Dragons,Natural,19,13,12,2018-10-20
13,Tyga Featuring Offset,Taste,15,14,20,2018-10-20
14,Lil Baby & Gunna Featuring Drake,Never Recover,0,15,1,2018-10-20
15,Ella Mai,Trip,20,16,10,2018-10-20
16,Kanye West & Lil Pump,I Love It,18,17,5,2018-10-20
17,Halsey,Without Me,0,18,1,2018-10-20
18,Drake,Nonstop,23,19,15,2018-10-20
19,"benny blanco, Halsey & Khalid",Eastside,29,20,13,2018-10-20
20,Selena Gomez,Back To You,22,21,22,2018-10-20
21,Ariana Grande,God Is A Woman,21,22,13,2018-10-20
22,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,2,23,2,2018-10-20
23,Sheck Wes,Mo Bamba,38,24,7,2018-10-20
24,6ix9ine Featuring Bobby Shmurda,STOOPID,0,25,1,2018-10-20
25,Lil Baby & Drake,Yes Indeed,31,26,22,2018-10-20
26,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,32,27,19,2018-10-20
27,Lil Baby,Close Friends,0,28,1,2018-10-20
28,Lil Wayne,Uproar,7,29,2,2018-10-20
29,Ella Mai,Boo'd Up,33,30,28,2018-10-20
30,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,27,31,2,2018-10-20
31,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,30,32,11,2018-10-20
32,Taylor Swift,Delicate,37,33,31,2018-10-20
33,Bebe Rexha & Florida Georgia Line,Meant To Be,35,34,51,2018-10-20
34,Panic! At The Disco,High Hopes,49,35,10,2018-10-20
35,Lady Gaga,I'll Never Love Again,0,36,1,2018-10-20
36,XXXTENTACION,Sad!,41,37,32,2018-10-20
37,Post Malone Featuring Ty Dolla $ign,Psycho,44,38,33,2018-10-20
38,lovelytheband,Broken,48,39,13,2018-10-20
39,Lauv,I Like Me Better,42,40,35,2018-10-20
40,Lady Gaga,Always Remember Us This Way,0,41,1,2018-10-20
41,Bebe Rexha,I'm A Mess,45,42,13,2018-10-20
42,Eminem,Venom,0,43,2,2018-10-20
43,Ariana Grande,No Tears Left To Cry,43,44,25,2018-10-20
44,"Zedd, Maren Morris & Grey",The Middle,46,45,37,2018-10-20
45,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,51,46,4,2018-10-20
46,Bazzi Featuring Camila Cabello,Beautiful,52,47,10,2018-10-20
47,Florida Georgia Line,Simple,53,48,19,2018-10-20
48,Dan + Shay,Tequila,50,49,31,2018-10-20
49,Lil Peep & XXXTENTACION,Falling Down,40,50,4,2018-10-20
50,Luke Combs,She Got The Best Of Me,58,51,9,2018-10-20
51,Cardi B Featuring Kehlani,Ring,61,52,12,2018-10-20
52,Eminem,Killshot,34,53,4,2018-10-20
53,Lil Baby & Gunna Featuring Lil Durk & NAV,Off White VLONE,0,54,1,2018-10-20
54,Ariana Grande,Breathin,68,55,8,2018-10-20
55,Bryce Vine,Drew Barrymore,63,56,9,2018-10-20
56,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),64,57,7,2018-10-20
57,Russell Dickerson,Blue Tacoma,60,58,8,2018-10-20
58,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,66,59,14,2018-10-20
59,Lil Wayne Featuring XXXTENTACION,Don't Cry,5,60,2,2018-10-20
60,Lil Baby & Gunna,Business Is Business,0,61,1,2018-10-20
61,Lil Uzi Vert,New Patek,54,62,4,2018-10-20
62,Lady Gaga,Is That Alright?,0,63,1,2018-10-20
63,Eminem Featuring Joyner Lucas,Lucky You,55,64,6,2018-10-20
64,Kane Brown,Lose It,72,65,13,2018-10-20
65,Cole Swindell,Break Up In The End,73,66,14,2018-10-20
66,Lil Wayne Featuring Travis Scott,Let It Fly,10,67,2,2018-10-20
67,Eric Church,Desperate Man,0,68,10,2018-10-20
68,Dan + Shay,Speechless,82,69,5,2018-10-20
69,Old Dominion,Hotel Key,69,70,15,2018-10-20
70,NF,Lie,71,71,11,2018-10-20
71,Mitchell Tenpenny,Drunk Me,80,72,9,2018-10-20
72,Lauren Daigle,You Say,70,73,13,2018-10-20
73,Kodak Black,"If I'm Lyin, I'm Flyin",56,74,2,2018-10-20
74,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,84,75,8,2018-10-20
75,Khalid,Better,87,76,4,2018-10-20
76,Weezer,Africa,67,77,13,2018-10-20
77,Lil Wayne,Dedicate,14,78,2,2018-10-20
78,twenty one pilots,Jumpsuit,0,79,4,2018-10-20
79,Lil Baby & Gunna,Belly,0,80,1,2018-10-20
80,twenty one pilots,My Blood,0,81,1,2018-10-20
81,Shawn Mendes X Zedd,Lost In Japan,99,82,3,2018-10-20
82,Calvin Harris & Sam Smith,Promises,85,83,8,2018-10-20
83,Charlie Puth,The Way I Am,77,84,7,2018-10-20
84,French Montana Featuring Drake,No Stylist,94,85,3,2018-10-20
85,Queen Naija,Medicine,89,86,19,2018-10-20
86,Jimmie Allen,Best Shot,95,87,4,2018-10-20
87,Quavo,W O R K I N  M E,91,88,9,2018-10-20
88,Chris Young,Hangin' On,96,89,6,2018-10-20
89,Yella Beezy,That's On Me,88,90,11,2018-10-20
90,Lil Wayne,Can't Be Broken,17,91,2,2018-10-20
91,Daniel Caesar Featuring H.E.R.,Best Part,92,92,12,2018-10-20
92,Bradley Cooper,Maybe It's Time,0,93,1,2018-10-20
93,Flipp Dinero,Leave Me Alone,98,94,4,2018-10-20
94,twenty one pilots,Nico And The Niners,0,95,2,2018-10-20
95,Chris Janson,Drunk Girl,97,96,7,2018-10-20
96,Lil Baby,Deep End,0,97,1,2018-10-20
97,Lil Baby & Gunna,I Am,0,98,1,2018-10-20
98,Luke Bryan,"Sunrise, Sunburn, Sunset",83,99,15,2018-10-20
99,Lil Mosey,Noticed,0,100,3,2018-10-20
0,Maroon 5 Featuring Cardi B,Girls Like You,1,1,19,2018-10-13
1,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,0,2,1,2018-10-13
2,Juice WRLD,Lucid Dreams,2,3,21,2018-10-13
3,Post Malone,Better Now,3,4,23,2018-10-13
4,Lil Wayne Featuring XXXTENTACION,Don't Cry,0,5,1,2018-10-13
5,Travis Scott,Sicko Mode,6,6,9,2018-10-13
6,Lil Wayne,Uproar,0,7,1,2018-10-13
7,5 Seconds Of Summer,Youngblood,10,8,18,2018-10-13
8,Drake,In My Feelings,4,9,14,2018-10-13
9,Lil Wayne Featuring Travis Scott,Let It Fly,0,10,1,2018-10-13
10,"Cardi B, Bad Bunny & J Balvin",I Like It,7,11,26,2018-10-13
11,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,8,12,11,2018-10-13
12,Marshmello & Bastille,Happier,15,13,7,2018-10-13
13,Lil Wayne,Dedicate,0,14,1,2018-10-13
14,Tyga Featuring Offset,Taste,11,15,19,2018-10-13
15,Khalid & Normani,Love Lies,12,16,33,2018-10-13
16,Lil Wayne,Can't Be Broken,0,17,1,2018-10-13
17,Kanye West & Lil Pump,I Love It,9,18,4,2018-10-13
18,Imagine Dragons,Natural,14,19,11,2018-10-13
19,Ella Mai,Trip,18,20,9,2018-10-13
20,Ariana Grande,God Is A Woman,20,21,12,2018-10-13
21,Selena Gomez,Back To You,19,22,21,2018-10-13
22,Drake,Nonstop,16,23,14,2018-10-13
23,Lil Wayne Featuring Sosamann,What About Me,0,24,1,2018-10-13
24,Lil Baby & Gunna,Drip Too Hard,25,25,3,2018-10-13
25,Lil Wayne Featuring Nicki Minaj,Dark Side Of The Moon,0,26,1,2018-10-13
26,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,0,27,1,2018-10-13
27,Lady Gaga & Bradley Cooper,Shallow,0,28,1,2018-10-13
28,"benny blanco, Halsey & Khalid",Eastside,27,29,12,2018-10-13
29,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,17,30,10,2018-10-13
30,Lil Baby & Drake,Yes Indeed,22,31,21,2018-10-13
31,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,26,32,18,2018-10-13
32,Ella Mai,Boo'd Up,23,33,27,2018-10-13
33,Eminem,Killshot,5,34,3,2018-10-13
34,Bebe Rexha & Florida Georgia Line,Meant To Be,30,35,50,2018-10-13
35,Lil Wayne Featuring Reginae Carter,Famous,0,36,1,2018-10-13
36,Taylor Swift,Delicate,29,37,30,2018-10-13
37,Sheck Wes,Mo Bamba,31,38,6,2018-10-13
38,Lil Wayne Featuring Snoop Dogg,Dope N****z,0,39,1,2018-10-13
39,Lil Peep & XXXTENTACION,Falling Down,13,40,3,2018-10-13
40,XXXTENTACION,Sad!,33,41,31,2018-10-13
41,Lauv,I Like Me Better,34,42,34,2018-10-13
42,Ariana Grande,No Tears Left To Cry,32,43,24,2018-10-13
43,Post Malone Featuring Ty Dolla $ign,Psycho,35,44,32,2018-10-13
44,Bebe Rexha,I'm A Mess,36,45,12,2018-10-13
45,"Zedd, Maren Morris & Grey",The Middle,37,46,36,2018-10-13
46,Lil Wayne,Open Letter,0,47,1,2018-10-13
47,lovelytheband,Broken,41,48,12,2018-10-13
48,Panic! At The Disco,High Hopes,46,49,9,2018-10-13
49,Dan + Shay,Tequila,44,50,30,2018-10-13
50,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,38,51,3,2018-10-13
51,Bazzi Featuring Camila Cabello,Beautiful,43,52,9,2018-10-13
52,Florida Georgia Line,Simple,42,53,18,2018-10-13
53,Lil Uzi Vert,New Patek,24,54,3,2018-10-13
54,Eminem Featuring Joyner Lucas,Lucky You,28,55,5,2018-10-13
55,Kodak Black,"If I'm Lyin, I'm Flyin",0,56,1,2018-10-13
56,Lil Wayne,Problems,0,57,1,2018-10-13
57,Luke Combs,She Got The Best Of Me,48,58,8,2018-10-13
58,Lil Wayne,Hittas,0,59,1,2018-10-13
59,Russell Dickerson,Blue Tacoma,52,60,7,2018-10-13
60,Cardi B Featuring Kehlani,Ring,49,61,11,2018-10-13
61,Lil Wayne,Open Safe,0,62,1,2018-10-13
62,Bryce Vine,Drew Barrymore,51,63,8,2018-10-13
63,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),56,64,6,2018-10-13
64,Lil Wayne,Took His Time,0,65,1,2018-10-13
65,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,54,66,13,2018-10-13
66,Weezer,Africa,55,67,12,2018-10-13
67,Ariana Grande,Breathin,58,68,7,2018-10-13
68,Old Dominion,Hotel Key,50,69,14,2018-10-13
69,Lauren Daigle,You Say,53,70,12,2018-10-13
70,NF,Lie,62,71,10,2018-10-13
71,Kane Brown,Lose It,63,72,12,2018-10-13
72,Cole Swindell,Break Up In The End,60,73,13,2018-10-13
73,Lil Wayne,Mess,0,74,1,2018-10-13
74,Lil Wayne,Let It All Work Out,0,75,1,2018-10-13
75,Lil Wayne Featuring Ashanti & Mack Maine,Start This S**t Off Right,0,76,1,2018-10-13
76,Charlie Puth,The Way I Am,61,77,6,2018-10-13
77,Lil Wayne,Used 2,0,78,1,2018-10-13
78,Machine Gun Kelly,Rap Devil,40,79,4,2018-10-13
79,Mitchell Tenpenny,Drunk Me,67,80,8,2018-10-13
80,Lil Wayne,Demon,0,81,1,2018-10-13
81,Dan + Shay,Speechless,77,82,4,2018-10-13
82,Luke Bryan,"Sunrise, Sunburn, Sunset",59,83,14,2018-10-13
83,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,76,84,7,2018-10-13
84,Calvin Harris & Sam Smith,Promises,68,85,7,2018-10-13
85,Lil Wayne,Perfect Strangers,0,86,1,2018-10-13
86,Khalid,Better,57,87,3,2018-10-13
87,Yella Beezy,That's On Me,69,88,10,2018-10-13
88,Queen Naija,Medicine,66,89,18,2018-10-13
89,Lil Wayne Featuring Nivea,Dope New Gospel,0,90,1,2018-10-13
90,Quavo,W O R K I N  M E,65,91,8,2018-10-13
91,Daniel Caesar Featuring H.E.R.,Best Part,75,92,11,2018-10-13
92,Avril Lavigne,Head Above Water,64,93,2,2018-10-13
93,French Montana Featuring Drake,No Stylist,47,94,2,2018-10-13
94,Jimmie Allen,Best Shot,86,95,3,2018-10-13
95,Chris Young,Hangin' On,85,96,5,2018-10-13
96,Chris Janson,Drunk Girl,82,97,6,2018-10-13
97,Flipp Dinero,Leave Me Alone,81,98,3,2018-10-13
98,Shawn Mendes X Zedd,Lost In Japan,0,99,2,2018-10-13
99,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,80,100,16,2018-10-13
0,Maroon 5 Featuring Cardi B,Girls Like You,1,1,18,2018-10-06
1,Juice WRLD,Lucid Dreams,4,2,20,2018-10-06
2,Post Malone,Better Now,5,3,22,2018-10-06
3,Drake,In My Feelings,2,4,13,2018-10-06
4,Eminem,Killshot,3,5,2,2018-10-06
5,Travis Scott,Sicko Mode,9,6,8,2018-10-06
6,"Cardi B, Bad Bunny & J Balvin",I Like It,6,7,25,2018-10-06
7,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,8,8,10,2018-10-06
8,Kanye West & Lil Pump,I Love It,7,9,3,2018-10-06
9,5 Seconds Of Summer,Youngblood,10,10,17,2018-10-06
10,Tyga Featuring Offset,Taste,12,11,18,2018-10-06
11,Khalid & Normani,Love Lies,11,12,32,2018-10-06
12,Lil Peep & XXXTENTACION,Falling Down,47,13,2,2018-10-06
13,Imagine Dragons,Natural,14,14,10,2018-10-06
14,Marshmello & Bastille,Happier,31,15,6,2018-10-06
15,Drake,Nonstop,15,16,13,2018-10-06
16,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,16,17,9,2018-10-06
17,Ella Mai,Trip,21,18,8,2018-10-06
18,Selena Gomez,Back To You,18,19,20,2018-10-06
19,Ariana Grande,God Is A Woman,17,20,11,2018-10-06
20,Ed Sheeran,Perfect,23,21,57,2018-10-06
21,Lil Baby & Drake,Yes Indeed,19,22,20,2018-10-06
22,Ella Mai,Boo'd Up,20,23,26,2018-10-06
23,Lil Uzi Vert,New Patek,38,24,2,2018-10-06
24,Lil Baby & Gunna,Drip Too Hard,28,25,2,2018-10-06
25,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,24,26,17,2018-10-06
26,"benny blanco, Halsey & Khalid",Eastside,29,27,11,2018-10-06
27,Eminem Featuring Joyner Lucas,Lucky You,13,28,4,2018-10-06
28,Taylor Swift,Delicate,27,29,29,2018-10-06
29,Bebe Rexha & Florida Georgia Line,Meant To Be,26,30,49,2018-10-06
30,Sheck Wes,Mo Bamba,42,31,5,2018-10-06
31,Ariana Grande,No Tears Left To Cry,25,32,23,2018-10-06
32,XXXTENTACION,Sad!,33,33,30,2018-10-06
33,Lauv,I Like Me Better,34,34,33,2018-10-06
34,Post Malone Featuring Ty Dolla $ign,Psycho,32,35,31,2018-10-06
35,Bebe Rexha,I'm A Mess,36,36,11,2018-10-06
36,"Zedd, Maren Morris & Grey",The Middle,35,37,35,2018-10-06
37,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,30,38,2,2018-10-06
38,Drake,Nice For What,37,39,25,2018-10-06
39,Machine Gun Kelly,Rap Devil,22,40,3,2018-10-06
40,lovelytheband,Broken,43,41,11,2018-10-06
41,Florida Georgia Line,Simple,41,42,17,2018-10-06
42,Bazzi Featuring Camila Cabello,Beautiful,44,43,8,2018-10-06
43,Dan + Shay,Tequila,39,44,29,2018-10-06
44,Drake,God's Plan,40,45,36,2018-10-06
45,Panic! At The Disco,High Hopes,56,46,8,2018-10-06
46,French Montana Featuring Drake,No Stylist,0,47,1,2018-10-06
47,Luke Combs,She Got The Best Of Me,50,48,7,2018-10-06
48,Cardi B Featuring Kehlani,Ring,53,49,10,2018-10-06
49,Old Dominion,Hotel Key,48,50,13,2018-10-06
50,Bryce Vine,Drew Barrymore,49,51,7,2018-10-06
51,Russell Dickerson,Blue Tacoma,54,52,6,2018-10-06
52,Lauren Daigle,You Say,64,53,11,2018-10-06
53,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,52,54,12,2018-10-06
54,Weezer,Africa,55,55,11,2018-10-06
55,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),63,56,5,2018-10-06
56,Khalid,Better,45,57,2,2018-10-06
57,Ariana Grande,Breathin,62,58,6,2018-10-06
58,Luke Bryan,"Sunrise, Sunburn, Sunset",51,59,13,2018-10-06
59,Cole Swindell,Break Up In The End,65,60,12,2018-10-06
60,Charlie Puth,The Way I Am,68,61,5,2018-10-06
61,NF,Lie,73,62,9,2018-10-06
62,Kane Brown,Lose It,61,63,11,2018-10-06
63,Avril Lavigne,Head Above Water,0,64,1,2018-10-06
64,Quavo,W O R K I N  M E,70,65,7,2018-10-06
65,Queen Naija,Medicine,60,66,17,2018-10-06
66,Mitchell Tenpenny,Drunk Me,74,67,7,2018-10-06
67,Calvin Harris & Sam Smith,Promises,77,68,6,2018-10-06
68,Yella Beezy,That's On Me,69,69,9,2018-10-06
69,Nicki Minaj,Barbie Dreams,57,70,7,2018-10-06
70,"Labrinth, Sia & Diplo Present... LSD",Thunderclouds,67,71,4,2018-10-06
71,Juice WRLD,All Girls Are The Same,79,72,20,2018-10-06
72,Eminem,Fall,46,73,4,2018-10-06
73,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,0,74,1,2018-10-06
74,Daniel Caesar Featuring H.E.R.,Best Part,81,75,10,2018-10-06
75,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,82,76,6,2018-10-06
76,Dan + Shay,Speechless,87,77,3,2018-10-06
77,Thomas Rhett,Life Changes,71,78,14,2018-10-06
78,Dylan Scott,Hooked,58,79,11,2018-10-06
79,Jason Aldean Featuring Miranda Lambert,Drowns The Whiskey,72,80,15,2018-10-06
80,Flipp Dinero,Leave Me Alone,96,81,2,2018-10-06
81,Chris Janson,Drunk Girl,84,82,5,2018-10-06
82,Lil Mosey,Noticed,100,83,2,2018-10-06
83,Travis Scott,Yosemite,85,84,8,2018-10-06
84,Chris Young,Hangin' On,92,85,4,2018-10-06
85,Jimmie Allen,Best Shot,97,86,2,2018-10-06
86,Travis Scott,Stargazing,80,87,8,2018-10-06
87,6ix9ine Featuring Anuel AA,BEBE,86,88,4,2018-10-06
88,Juice WRLD,Lean Wit Me,93,89,8,2018-10-06
89,Mac Miller,Self Care,66,90,3,2018-10-06
90,"Khalid, Ty Dolla $ign & 6LACK",OTW,95,91,18,2018-10-06
91,Pardison Fontaine Featuring Cardi B,Backin' It Up,0,92,1,2018-10-06
92,Kygo Featuring Miguel,Remind Me To Forget,75,93,11,2018-10-06
93,Eric Church,Desperate Man,89,94,9,2018-10-06
94,Eminem,The Ringer,59,95,4,2018-10-06
95,Maren Morris,Rich,0,96,1,2018-10-06
96,The Carters,Apes**t,83,97,15,2018-10-06
97,Wiz Khalifa Featuring Swae Lee,Hopeless Romantic,98,98,7,2018-10-06
98,Clean Bandit Featuring Demi Lovato,Solo,91,99,13,2018-10-06
99,Ozuna x Manuel Turizo,Vaina Loca,0,100,2,2018-10-06
0,Maroon 5 Featuring Cardi B,Girls Like You,2,1,17,2018-09-29
1,Drake,In My Feelings,1,2,12,2018-09-29
2,Eminem,Killshot,0,3,1,2018-09-29
3,Juice WRLD,Lucid Dreams,5,4,19,2018-09-29
4,Post Malone,Better Now,4,5,21,2018-09-29
5,"Cardi B, Bad Bunny & J Balvin",I Like It,3,6,24,2018-09-29
6,Kanye West & Lil Pump,I Love It,6,7,2,2018-09-29
7,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,7,8,9,2018-09-29
8,Travis Scott,Sicko Mode,8,9,7,2018-09-29
9,5 Seconds Of Summer,Youngblood,11,10,16,2018-09-29
10,Khalid & Normani,Love Lies,10,11,31,2018-09-29
11,Tyga Featuring Offset,Taste,9,12,17,2018-09-29
12,Eminem Featuring Joyner Lucas,Lucky You,18,13,3,2018-09-29
13,Imagine Dragons,Natural,15,14,9,2018-09-29
14,Drake,Nonstop,17,15,12,2018-09-29
15,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,12,16,8,2018-09-29
16,Ariana Grande,God Is A Woman,16,17,10,2018-09-29
17,Selena Gomez,Back To You,19,18,19,2018-09-29
18,Lil Baby & Drake,Yes Indeed,20,19,19,2018-09-29
19,Ella Mai,Boo'd Up,14,20,25,2018-09-29
20,Ella Mai,Trip,23,21,7,2018-09-29
21,Machine Gun Kelly,Rap Devil,13,22,2,2018-09-29
22,Ed Sheeran,Perfect,22,23,56,2018-09-29
23,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,24,24,16,2018-09-29
24,Ariana Grande,No Tears Left To Cry,21,25,22,2018-09-29
25,Bebe Rexha & Florida Georgia Line,Meant To Be,27,26,48,2018-09-29
26,Taylor Swift,Delicate,25,27,28,2018-09-29
27,Lil Baby & Gunna,Drip Too Hard,0,28,1,2018-09-29
28,"benny blanco, Halsey & Khalid",Eastside,28,29,10,2018-09-29
29,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,0,30,1,2018-09-29
30,Marshmello & Bastille,Happier,35,31,5,2018-09-29
31,Post Malone Featuring Ty Dolla $ign,Psycho,26,32,30,2018-09-29
32,XXXTENTACION,Sad!,29,33,29,2018-09-29
33,Lauv,I Like Me Better,32,34,32,2018-09-29
34,"Zedd, Maren Morris & Grey",The Middle,31,35,34,2018-09-29
35,Bebe Rexha,I'm A Mess,43,36,10,2018-09-29
36,Drake,Nice For What,30,37,24,2018-09-29
37,Lil Uzi Vert,New Patek,0,38,1,2018-09-29
38,Dan + Shay,Tequila,37,39,28,2018-09-29
39,Drake,God's Plan,36,40,35,2018-09-29
40,Florida Georgia Line,Simple,38,41,16,2018-09-29
41,Sheck Wes,Mo Bamba,54,42,4,2018-09-29
42,lovelytheband,Broken,41,43,10,2018-09-29
43,Bazzi Featuring Camila Cabello,Beautiful,42,44,7,2018-09-29
44,Khalid,Better,0,45,1,2018-09-29
45,Eminem,Fall,34,46,3,2018-09-29
46,Lil Peep & XXXTENTACION,Falling Down,0,47,1,2018-09-29
47,Old Dominion,Hotel Key,49,48,12,2018-09-29
48,Bryce Vine,Drew Barrymore,47,49,6,2018-09-29
49,Luke Combs,She Got The Best Of Me,57,50,6,2018-09-29
50,Luke Bryan,"Sunrise, Sunburn, Sunset",40,51,12,2018-09-29
51,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,52,52,11,2018-09-29
52,Cardi B Featuring Kehlani,Ring,56,53,9,2018-09-29
53,Russell Dickerson,Blue Tacoma,59,54,5,2018-09-29
54,Weezer,Africa,51,55,10,2018-09-29
55,Panic! At The Disco,High Hopes,62,56,7,2018-09-29
56,Nicki Minaj,Barbie Dreams,45,57,6,2018-09-29
57,Dylan Scott,Hooked,48,58,10,2018-09-29
58,Eminem,The Ringer,39,59,3,2018-09-29
